Source,Target,Weight,SourceZone,TargetZone
IND,NZL,30.306,Asia,Oceania
IND,NER,0.37,Asia,Africa
IND,NGA,91.049,Asia,Africa
IND,QAT,10.021,Asia,Asia
IND,RWA,48.82899999999999,Asia,Africa
IND,SEN,3.535,Asia,Africa
IND,SYC,95.172,Asia,Africa
IND,SLE,7.992,Asia,Africa
IND,SGP,22.126,Asia,Asia
IND,VNM,77.052,Asia,Asia
IND,SOM,1505.959,Asia,Africa
IND,ZAF,6.395,Asia,Africa
IND,SUR,0.02,Asia,South America
IND,CHE,0.269,Asia,Europe
IND,THA,0.014,Asia,Asia
IND,TGO,1.099,Asia,Africa
IND,ARE,3711.692,Asia,Asia
IND,UGA,111.235,Asia,Africa
IND,GBR,87.56,Asia,Europe
IND,TZA,4.921,Asia,Africa
IND,USA,47.286,Asia,North America
IND,ZMB,0.049,Asia,Africa
SGP,BRN,20.331,Asia,Asia
SGP,MMR,328.893,Asia,Asia
SGP,KHM,0.102,Asia,Asia
SGP,CHN,12.795,Asia,Asia
SGP,KOR,0.021,Asia,Asia
SGP,MYS,131.849,Asia,Asia
SGP,PHL,0.337,Asia,Asia
SGP,VNM,0.079,Asia,Asia
SGP,THA,1.38,Asia,Asia
SGP,USA,0.01,Asia,North America
SVK,AUT,29502.714,Europe,Europe
SVK,BEL,36.354,Europe,Europe
SVK,BIH,9.867,Europe,Europe
SVK,BGR,222.981,Europe,Europe
SVK,HRV,106.395,Europe,Europe
SVK,CZE,11714.997,Europe,Europe
SVK,DNK,45.411,Europe,Europe
SVK,FRA,107.82,Europe,Europe
SVK,DEU,42215.088,Europe,Europe
SVK,GRC,371.47,Europe,Europe
SVK,HUN,17608.213,Europe,Europe
SVK,ISR,36.506,Europe,Asia
SVK,ITA,22469.398,Europe,Europe
SVK,KAZ,26.152,Europe,Asia
SVK,LTU,126.199,Europe,Europe
SVK,LUX,313.481,Europe,Europe
SVK,NLD,415.184,Europe,Europe
SVK,POL,43667.048,Europe,Europe
SVK,ROU,484.897,Europe,Europe
SVK,SRB,0.001,Europe,Europe
SVK,SVN,2035.931,Europe,Europe
SVK,CHE,1856.0910000000001,Europe,Europe
SVK,UKR,0.207,Europe,Europe
VNM,KHM,9142.64,Asia,Asia
VNM,CYP,153.552,Asia,Asia
VNM,LAO,68.754,Asia,Asia
VNM,NOR,0.53,Asia,Europe
VNM,SWE,0.78,Asia,Europe
SVN,AUT,1832.1999999999998,Europe,Europe
SVN,BIH,27.23,Europe,Europe
SVN,HRV,267.892,Europe,Europe
SVN,DNK,0.066,Europe,Europe
SVN,FRA,0.045,Europe,Europe
SVN,DEU,491.91499999999996,Europe,Europe
SVN,HUN,178.01600000000002,Europe,Europe
SVN,ITA,20457.037,Europe,Europe
SVN,MLT,1473.236,Europe,Europe
SVN,MNE,6.023000000000001,Europe,Europe
SVN,NLD,24.666,Europe,Europe
SVN,POL,404.886,Europe,Europe
SVN,ROU,0.007,Europe,Europe
SVN,RUS,2.3200000000000003,Europe,Asia
SVN,SRB,41.151,Europe,Europe
SVN,SVK,4.637,Europe,Europe
ZAF,AUS,0.097,Africa,Oceania
ZAF,BWA,11372.395,Africa,Africa
ZAF,COD,4.779,Africa,Africa
ZAF,HKG,4.71,Africa,Asia
ZAF,LSO,4887.186,Africa,Africa
ZAF,MDG,0.388,Africa,Africa
ZAF,MWI,0.094,Africa,Africa
ZAF,MYS,16.446,Africa,Asia
ZAF,MUS,0.037,Africa,Africa
ZAF,MOZ,46.967,Africa,Africa
ZAF,NAM,5576.06,Africa,Africa
ZAF,SHN,0.037,Africa,Africa
ZAF,ZWE,28048.171,Africa,Africa
ZAF,SWZ,3315.1189999999997,Africa,Africa
ZAF,SWE,10.052,Africa,Europe
ZAF,GBR,8.219000000000001,Africa,Europe
ZAF,USA,0.391,Africa,North America
ZAF,ZMB,7039.557,Africa,Africa
ZWE,ZAF,0.105,Africa,Africa
ZWE,ZMB,281.30199999999996,Africa,Africa
ESP,DZA,6.715999999999999,Europe,Africa
ESP,AND,14.938,Europe,Europe
ESP,ARG,11.095,Europe,South America
ESP,AUT,342.856,Europe,Europe
ESP,BEL,3633.2929999999997,Europe,Europe
ESP,CAN,0.022,Europe,North America
ESP,CHN,0.058,Europe,Asia
ESP,HRV,0.917,Europe,Europe
ESP,CYP,0.086,Europe,Asia
ESP,CZE,2.569,Europe,Europe
ESP,DNK,22.861,Europe,Europe
ESP,FRA,10639.994,Europe,Europe
ESP,DEU,582.626,Europe,Europe
ESP,GIB,0.439,Europe,Europe
ESP,GRC,26.771,Europe,Europe
ESP,IRN,62.227,Europe,Asia
ESP,IRQ,279.991,Europe,Asia
ESP,IRL,17.226,Europe,Europe
ESP,ITA,44531.28199999999,Europe,Europe
ESP,KWT,0.28,Europe,Asia
ESP,LBY,1995.483,Europe,Africa
ESP,LUX,0.554,Europe,Europe
ESP,MAR,297.90799999999996,Europe,Africa
ESP,NLD,937.771,Europe,Europe
ESP,NIC,0.001,Europe,North America
ESP,POL,1776.368,Europe,Europe
ESP,PRT,31450.748,Europe,Europe
ESP,ROU,71.891,Europe,Europe
ESP,SVK,21.609,Europe,Europe
ESP,ZAF,1.526,Europe,Africa
ESP,SWE,831.207,Europe,Europe
ESP,ARE,2327.997,Europe,Asia
ESP,TUN,36494.727,Europe,Africa
ESP,TUR,24882.448,Europe,Asia
ESP,GBR,50.844,Europe,Europe
SWZ,ZAF,0.017,Africa,Africa
SWE,DZA,35771.114,Europe,Africa
SWE,AZE,0.107,Europe,Asia
SWE,AUT,0.846,Europe,Europe
SWE,CHN,0.261,Europe,Asia
SWE,CYP,1.163,Europe,Asia
SWE,DNK,14592.051,Europe,Europe
SWE,EST,14.713,Europe,Europe
SWE,FIN,51.065,Europe,Europe
SWE,FRA,1289.844,Europe,Europe
SWE,DEU,10743.738,Europe,Europe
SWE,GRC,0.105,Europe,Europe
SWE,HUN,0.951,Europe,Europe
SWE,ISL,319.11,Europe,Europe
SWE,IRL,2800.149,Europe,Europe
SWE,ITA,8.972,Europe,Europe
SWE,JPN,3.172,Europe,Asia
SWE,LVA,8.833,Europe,Europe
SWE,LTU,19077.857,Europe,Europe
SWE,NLD,7478.478,Europe,Europe
SWE,NOR,8054.332,Europe,Europe
SWE,PRT,4953.671,Europe,Europe
SWE,SVK,10.575,Europe,Europe
SWE,ZAF,0.004,Europe,Africa
SWE,ESP,18455.867000000002,Europe,Europe
SWE,CHE,5.568,Europe,Europe
SWE,GBR,2400.62,Europe,Europe
SWE,USA,2.5370000000000004,Europe,North America
CHE,AUT,54.702999999999996,Europe,Europe
CHE,BEL,0.001,Europe,Europe
CHE,BGR,0.001,Europe,Europe
CHE,HRV,0.001,Europe,Europe
CHE,CZE,44.864999999999995,Europe,Europe
CHE,DNK,0.002,Europe,Europe
CHE,EST,0.013,Europe,Europe
CHE,FIN,0.046,Europe,Europe
CHE,FRA,71.64699999999999,Europe,Europe
CHE,DEU,58.134,Europe,Europe
CHE,HKG,0.03,Europe,Asia
CHE,HUN,0.011,Europe,Europe
CHE,ITA,0.009,Europe,Europe
CHE,JPN,0.001,Europe,Asia
CHE,KEN,3494.257,Europe,Africa
CHE,LVA,0.01,Europe,Europe
CHE,LTU,0.015,Europe,Europe
CHE,LUX,0.005,Europe,Europe
CHE,MDG,0.001,Europe,Africa
CHE,MYS,249.368,Europe,Asia
CHE,MAR,0.005,Europe,Africa
CHE,NLD,3.723,Europe,Europe
CHE,NOR,54.658,Europe,Europe
CHE,POL,0.011,Europe,Europe
CHE,PRT,0.401,Europe,Europe
CHE,QAT,1.056,Europe,Asia
CHE,SVK,0.012,Europe,Europe
CHE,SVN,2.385,Europe,Europe
CHE,ESP,0.006,Europe,Europe
CHE,SWE,0.034,Europe,Europe
CHE,TGO,0.03,Europe,Africa
CHE,TUR,1.968,Europe,Asia
THA,MMR,33.052,Asia,Asia
THA,FIN,0.487,Asia,Europe
THA,HKG,0.002,Asia,Asia
THA,IDN,0.145,Asia,Asia
THA,JPN,0.465,Asia,Asia
THA,KOR,0.221,Asia,Asia
THA,LAO,1.393,Asia,Asia
THA,MDV,0.964,Asia,Asia
THA,PHL,0.002,Asia,Asia
THA,SGP,0.005,Asia,Asia
THA,SWE,20.247999999999998,Asia,Europe
THA,USA,5.847,Asia,North America
TGO,BEL,0.029,Africa,Europe
TGO,BFA,22.844,Africa,Africa
ARE,AFG,0.991,Asia,Asia
ARE,AGO,3.049,Asia,Africa
ARE,AZE,0.49,Asia,Asia
ARE,AUS,27.773,Asia,Oceania
ARE,BHR,31.429,Asia,Asia
ARE,ARM,0.226,Asia,Asia
ARE,BRN,0.272,Asia,Asia
ARE,LKA,14666.033,Asia,Asia
ARE,COD,4.114,Asia,Africa
ARE,DJI,8.713,Asia,Africa
ARE,IRN,0.408,Asia,Asia
ARE,IRQ,2341.872,Asia,Asia
ARE,CIV,1.474,Asia,Africa
ARE,JOR,32.862,Asia,Asia
ARE,KWT,1549.426,Asia,Asia
ARE,LBN,0.487,Asia,Asia
ARE,MDG,0.14400000000000002,Asia,Africa
ARE,MWI,5553.894,Asia,Africa
ARE,MYS,171.19,Asia,Asia
ARE,MDV,0.304,Asia,Asia
ARE,MUS,0.072,Asia,Africa
ARE,OMN,8620.847000000002,Asia,Asia
ARE,PAK,0.057,Asia,Asia
ARE,RUS,1523.9070000000002,Asia,Asia
ARE,RWA,0.005,Asia,Africa
ARE,SAU,71.951,Asia,Asia
ARE,SEN,0.014,Asia,Africa
ARE,SYC,105.907,Asia,Africa
ARE,SOM,71.667,Asia,Africa
ARE,SWE,2.326,Asia,Europe
ARE,USA,12.232,Asia,North America
ARE,YEM,2.215,Asia,Asia
ARE,ZMB,0.126,Asia,Africa
TUN,CAN,0.065,Africa,North America
TUN,FRA,0.388,Africa,Europe
TUN,ARE,7.99,Africa,Asia
TUR,AZE,232.233,Asia,Asia
TUR,AUS,33.274,Asia,Oceania
TUR,AUT,0.111,Asia,Europe
TUR,BEL,2047.454,Asia,Europe
TUR,BIH,0.364,Asia,Europe
TUR,BGR,1.089,Asia,Europe
TUR,CAN,0.014,Asia,North America
TUR,CHN,0.143,Asia,Asia
TUR,CYP,457.73,Asia,Asia
TUR,FRA,10.558,Asia,Europe
TUR,GEO,19.948,Asia,Asia
TUR,DEU,47.004000000000005,Asia,Europe
TUR,GHA,0.18,Asia,Africa
TUR,GRC,1.0859999999999999,Asia,Europe
TUR,IDN,0.04,Asia,Asia
TUR,IRQ,16255.368,Asia,Asia
TUR,ISR,43.687,Asia,Asia
TUR,ITA,9219.868,Asia,Europe
TUR,KAZ,4.654,Asia,Asia
TUR,JOR,1.478,Asia,Asia
TUR,KOR,1005.954,Asia,Asia
TUR,LUX,0.129,Asia,Europe
TUR,MYS,61.276,Asia,Asia
TUR,MAR,0.981,Asia,Africa
TUR,NLD,1796.914,Asia,Europe
TUR,NZL,1.046,Asia,Oceania
TUR,NOR,2114.381,Asia,Europe
TUR,RWA,0.023,Asia,Africa
TUR,SYC,0.017,Asia,Africa
TUR,IND,0.058,Asia,Asia
TUR,SVN,0.111,Asia,Europe
TUR,ZAF,0.197,Asia,Africa
TUR,ESP,0.595,Asia,Europe
TUR,SWE,14.850000000000001,Asia,Europe
TUR,CHE,476.68100000000004,Asia,Europe
TUR,SYR,3675.289,Asia,Asia
TUR,EGY,348.5,Asia,Africa
TUR,GBR,10924.915,Asia,Europe
TUR,USA,2.202,Asia,North America
TKM,KAZ,21.768,Asia,Asia
UGA,RWA,16.242,Africa,Africa
UGA,ZAF,0.005,Africa,Africa
UKR,AZE,45.033,Europe,Asia
UKR,ARM,3514.544,Europe,Asia
UKR,BGR,922.396,Europe,Europe
UKR,MMR,9170.107,Europe,Asia
UKR,BLR,5957.728,Europe,Europe
UKR,KHM,320.11199999999997,Europe,Asia
UKR,DNK,1011.363,Europe,Europe
UKR,ECU,6698.937,Europe,South America
UKR,FRA,1641.774,Europe,Europe
UKR,DEU,5040.685,Europe,Europe
UKR,GRC,4615.286,Europe,Europe
UKR,IDN,616618.625,Europe,Asia
UKR,ISR,92057.3,Europe,Asia
UKR,ITA,44163.88,Europe,Europe
UKR,CIV,2058.038,Europe,Africa
UKR,JOR,37106.963,Europe,Asia
UKR,KEN,44884.185,Europe,Africa
UKR,KOR,119335.223,Europe,Asia
UKR,KWT,8.459,Europe,Asia
UKR,LTU,1403.307,Europe,Europe
UKR,MYS,45913.888999999996,Europe,Asia
UKR,MAR,180418.555,Europe,Africa
UKR,NLD,30301.91,Europe,Europe
UKR,NOR,539.026,Europe,Europe
UKR,PHL,247420.513,Europe,Asia
UKR,POL,1241.6480000000001,Europe,Europe
UKR,SEN,8165.132,Europe,Africa
UKR,ZAF,16162.917,Europe,Africa
UKR,ZWE,8002.138,Europe,Africa
UKR,ESP,108022.777,Europe,Europe
UKR,CHE,1460.77,Europe,Europe
UKR,THA,185377.979,Europe,Asia
UKR,ARE,3186.941,Europe,Asia
UKR,TUN,199889.845,Europe,Africa
UKR,TUR,211838.658,Europe,Asia
UKR,GBR,13855.557,Europe,Europe
UKR,BFA,122.926,Europe,Africa
UKR,YEM,71708.162,Europe,Asia
MKD,ALB,436.252,Europe,Europe
MKD,GRC,381.287,Europe,Europe
MKD,MNE,0.155,Europe,Europe
MKD,SRB,432.013,Europe,Europe
MKD,USA,0.746,Europe,North America
EGY,AUS,0.904,Africa,Oceania
EGY,AUT,0.284,Africa,Europe
EGY,ITA,8.641,Africa,Europe
EGY,SGP,6.052,Africa,Asia
GBR,DZA,11504.315,Europe,Africa
GBR,ARG,0.297,Europe,South America
GBR,AUS,331.829,Europe,Oceania
GBR,AUT,0.035,Europe,Europe
GBR,BRB,24.343,Europe,North America
GBR,BEL,4374.309,Europe,Europe
GBR,BRN,0.253,Europe,Asia
GBR,BGR,10.883,Europe,Europe
GBR,BDI,3202.361,Europe,Africa
GBR,CAN,2.345,Europe,North America
GBR,CHN,118.079,Europe,Asia
GBR,CYP,1.261,Europe,Asia
GBR,CZE,28.542,Europe,Europe
GBR,DNK,719.317,Europe,Europe
GBR,FIN,0.654,Europe,Europe
GBR,FRA,279.521,Europe,Europe
GBR,DEU,1644.167,Europe,Europe
GBR,GHA,0.042,Europe,Africa
GBR,GRC,11.251,Europe,Europe
GBR,HKG,1.48,Europe,Asia
GBR,ISL,3227.889,Europe,Europe
GBR,IRQ,6.408,Europe,Asia
GBR,IRL,39545.38,Europe,Europe
GBR,ITA,4881.400000000001,Europe,Europe
GBR,JAM,0.295,Europe,North America
GBR,KEN,2162.731,Europe,Africa
GBR,LBN,8.383,Europe,Asia
GBR,LTU,1.618,Europe,Europe
GBR,LUX,0.499,Europe,Europe
GBR,MYS,147.852,Europe,Asia
GBR,MLT,40.41,Europe,Europe
GBR,MAR,1492.703,Europe,Africa
GBR,NAM,0.002,Europe,Africa
GBR,NLD,58574.015999999996,Europe,Europe
GBR,NZL,0.265,Europe,Oceania
GBR,NOR,557.483,Europe,Europe
GBR,POL,8.939,Europe,Europe
GBR,PRT,29368.721999999998,Europe,Europe
GBR,ROU,12.158,Europe,Europe
GBR,IND,22.417,Europe,Asia
GBR,SGP,0.24,Europe,Asia
GBR,SVN,0.118,Europe,Europe
GBR,ZAF,44.819,Europe,Africa
GBR,ZWE,11638.665,Europe,Africa
GBR,ESP,53899.987,Europe,Europe
GBR,SDN,10.854,Europe,Africa
GBR,SWE,4438.972,Europe,Europe
GBR,CHE,1.309,Europe,Europe
GBR,ARE,11.137,Europe,Asia
GBR,TUR,5473.356,Europe,Asia
GBR,USA,5300.678000000001,Europe,North America
TZA,BDI,10.846,Africa,Africa
TZA,MWI,0.201,Africa,Africa
USA,DZA,120992.55099999999,North America,Africa
USA,AGO,3087.874,North America,Africa
USA,ATG,4.349,North America,North America
USA,ARG,27.031,North America,South America
USA,AUS,34.683,North America,Oceania
USA,AUT,0.062,North America,Europe
USA,BGD,51822.984,North America,Asia
USA,BRB,4724.429,North America,North America
USA,BEL,10096.949,North America,Europe
USA,BMU,42.42699999999999,North America,North America
USA,BRA,88515.428,North America,South America
USA,BLZ,7715.044,North America,North America
USA,MMR,21591.688000000002,North America,Asia
USA,BDI,2009.981,North America,Africa
USA,KHM,385.691,North America,Asia
USA,CAN,38352.441,North America,North America
USA,LKA,27777.519,North America,Asia
USA,CHL,92332.051,North America,South America
USA,CHN,77116.56599999999,North America,Asia
USA,COL,146586.713,North America,South America
USA,COD,11918.649,North America,Africa
USA,CRI,21882.927,North America,North America
USA,CZE,258.638,North America,Europe
USA,DOM,68580.682,North America,North America
USA,ECU,108445.587,North America,South America
USA,SLV,81280.659,North America,North America
USA,ETH,64813.249,North America,Africa
USA,FJI,0.049,North America,Oceania
USA,FIN,44.837,North America,Europe
USA,FRA,7.720999999999999,North America,Europe
USA,GEO,6185.43,North America,Asia
USA,DEU,2979.204,North America,Europe
USA,GHA,13599.754,North America,Africa
USA,GRD,2769.211,North America,North America
USA,GTM,138467.532,North America,North America
USA,GUY,7787.093,North America,South America
USA,HTI,29359.073,North America,North America
USA,HND,66594.196,North America,North America
USA,HKG,3207.053,North America,Asia
USA,IDN,315211.69800000003,North America,Asia
USA,IRQ,107839.748,North America,Asia
USA,IRL,0.97,North America,Europe
USA,ISR,31523.422,North America,Asia
USA,ITA,202946.627,North America,Europe
USA,JAM,53810.543,North America,North America
USA,JPN,636023.67,North America,Asia
USA,JOR,3.866,North America,Asia
USA,KEN,28930.541,North America,Africa
USA,KOR,322015.984,North America,Asia
USA,KWT,7.957,North America,Asia
USA,LBR,4019.44,North America,Africa
USA,LBY,4822.168,North America,Africa
USA,LUX,16.636,North America,Europe
USA,MWI,7912.875,North America,Africa
USA,MYS,133027.811,North America,Asia
USA,MLI,1375.0,North America,Africa
USA,MEX,816025.1150000001,North America,North America
USA,MAR,7202.173,North America,Africa
USA,MOZ,18314.295,North America,Africa
USA,OMN,26656.013,North America,Asia
USA,NAM,1238.601,North America,Africa
USA,NLD,0.786,North America,Europe
USA,SXM,12.162,North America,North America
USA,NIC,5826.331,North America,North America
USA,NGA,489147.24199999997,North America,Africa
USA,PAN,36090.011,North America,North America
USA,PNG,16.425,North America,Oceania
USA,PER,111392.633,North America,South America
USA,PHL,738767.48,North America,Asia
USA,POL,0.116,North America,Europe
USA,PRT,6189.454,North America,Europe
USA,RUS,130.0,North America,Asia
USA,RWA,4303.08,North America,Africa
USA,LCA,1503.474,North America,North America
USA,VCT,6514.661,North America,North America
USA,SAU,5956.422,North America,Asia
USA,SEN,2097.094,North America,Africa
USA,SGP,17795.334,North America,Asia
USA,VNM,68817.38299999999,North America,Asia
USA,ZAF,33257.450000000004,North America,Africa
USA,ZWE,1857.326,North America,Africa
USA,ESP,3106.23,North America,Europe
USA,SDN,11617.35,North America,Africa
USA,SWZ,2868.107,North America,Africa
USA,SWE,1.234,North America,Europe
USA,CHE,2.143,North America,Europe
USA,THA,157682.185,North America,Asia
USA,TTO,27317.386,North America,North America
USA,ARE,10726.806,North America,Asia
USA,TUN,5042.802,North America,Africa
USA,UGA,2454.73,North America,Africa
USA,EGY,185268.54499999998,North America,Africa
USA,GBR,11255.878,North America,Europe
USA,TZA,22716.944,North America,Africa
USA,VEN,28876.248,North America,South America
USA,YEM,287626.034,North America,Asia
URY,DZA,17763.187,South America,Africa
URY,BRA,27946.939,South America,South America
URY,CHL,0.08,South America,South America
URY,IDN,5879.705,South America,Asia
URY,MYS,924.911,South America,Asia
URY,VNM,107.834,South America,Asia
URY,CHE,836.698,South America,Europe
UZB,AFG,12964.58,Asia,Asia
UZB,KGZ,963.444,Asia,Asia
UZB,TJK,7495.888,Asia,Asia
YEM,MYS,1.103,Asia,Asia
YEM,ARE,6.269,Asia,Asia
ZMB,KEN,0.002,Africa,Africa
ZMB,ZAF,0.31,Africa,Africa
